Feature ID,Confidence,Kingdom,Phylum,Class,Order,Family,Genus,Species
a609db1f42b3eda94ab69acc8b7dbf11,0.999998371776574,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae, Prevotella,buccalis
2c52144ee2733b52d2e6d65a0df10104,0.8886889450149811,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae, Prevotella,colorans
aa21c2ef892bd920b22da4b901ca022b,0.9429302970454756,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae, Prevotella,sp000758925
c6ea90b70dd3150795368e7075529c9a,0.999999952345866,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae, Prevotella,
a56d469959a473e9d37a03ccc47c3976,0.9963144563739672,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae, Prevotella,copri
8757f230fd8b0fdb3ac21e004d4f62a0,0.9973068594724632,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae, Prevotella,copri
c87ba20fdabe6c83e74d54fccb612eb7,0.9961136243131172,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae, Prevotella,sp001553265
dddeae239715c8d8a6a21276c73f5b10,0.9998993622389604,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae, Prevotella,stercorea
12d51b4655ca73eff1194a5d25383108,0.999999479298588,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae, Prevotella,sp003447235
9ce3814b603f64422effd009442e04f2,0.9140473569845068,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae, Alloprevotella,
535b737ddb8248d58bb33f03cf87cc61,0.9293115343080018,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae, Prevotella,sp000758925
5a57c6f9039b6e464d84f13b54515383,0.999999816564741,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae, Prevotella,timonensis
5f420f5ffbcecf64af3914c58288d377,0.999999911948468,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae, Prevotella,timonensis
9b633d9ba497d86f91685faf44aca145,0.99997126149089,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae, Prevotella,corporis
6726c91e5448005b396422f890191ef7,0.975093833464342,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae, Prevotella,sp902776665
22048a38911ee1a768bbe8fbb5db0bae,0.9999972648848996,Bacteria,Firmicutes,Clostridia,Saccharofermentanales,Fastidiosipilaceae, KA00274,sp001552885
ab57afdb44cec1385143b0ba2b4d02ba,0.7030240999030954,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,,
0c463dd48c828f424f209ccfe04ac194,0.9999883222667324,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae, Prevotella,bivia
46c6de705909077d631287ab69138165,0.9161887582217498,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae, Prevotella,sp000758925
aee5cd729ff6efca8e74d10f81441709,0.9999898225924596,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae, Prevotella,bivia
448cf235b316ee7611d11128a24a6095,0.9957236165426904,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae, Prevotella,bivia
62b7311d2bf75ac697cf3101eb4e131d,0.893647013896472,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,,,
2c314bd034593648d3cb43c53f7c9bbb,0.9999999919727528,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae, Porphyromonas,
fd9953775a54d1165589056511d351b4,0.923101307336842,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae, Porphyromonas,
581a40658c2a85031589dac7a03f49e2,0.9998998839347376,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae, Porphyromonas,
e2a458b45a6e5ae4fee56c67977bba6b,0.9939832024595048,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae, Porphyromonas,
304edc4281caa04a6daa719b393856fc,0.9531459116839632,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae, Phocaeicola,
6a96b8deb38a20f7a2610cb50fd0df66,0.9891023776431412,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae, Bacteroides,
e2e312282946c4eb4a8beaee8aaaa756,0.7992110968537027,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae, Porphyromonas,
6364fef7324cf1c369e3c62961f5004b,0.9999999976186218,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae, Porphyromonas,
7c047211b86d4782d68db1bd95176c65,0.990372584425384,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,,
0e95f69602848f3ca8ed36afa6d55e31,0.7480545457039818,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae, Haematobacter,
7a72794ffe8bdf342cc5599e2b748016,0.9978388879512756,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Succinivibrionaceae, Succinivibrio,sp000431835
ad8c390f07be363b8a40b887081e23fe,0.9999999999980071,Bacteria,,,,,,
b67a2191e1849634f37f8530df07b845,0.7335865781105286,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae, Haemophilus,
66e946bf387c6e8ba3f30baac1d48104,0.9999999872833358,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,,
15b7a2a2c23a3cad7bafce326fe728f0,0.9999742651817676,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae, Porphyromonas,
cbbfdf6bdec01a3ac308f32699549615,0.9997696797429356,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,,
b0c491e705fd91c1fbbf8de270520805,0.9999997069213156,Bacteria,Firmicutes,Clostridia,Tissierellales,Peptoniphilaceae, Fenollaria,massiliensis
800a1ddbe6a78a4dffa69a124e80bbdb,0.9999906493954648,Bacteria,Firmicutes,Clostridia,Tissierellales,Peptoniphilaceae, Anaerococcus,
1593bbc61e8bdc223194d8626224c668,0.9999967440094246,Bacteria,Firmicutes,Clostridia,Tissierellales,Peptoniphilaceae, Anaerococcus,
10f5e03bd7756d494918398d9c0f77be,0.9999999983008454,Bacteria,Firmicutes,Clostridia,Tissierellales,Peptoniphilaceae, Anaerococcus,
f16ac77867c1edafba10144944d37fa5,0.9999999919665832,Bacteria,Firmicutes,Clostridia,Tissierellales,Peptoniphilaceae, Anaerococcus,
e598a1dab1e0e080cf9998cc01c12758,0.999999988793456,Bacteria,Firmicutes,Clostridia,Tissierellales,Peptoniphilaceae, Anaerococcus,
4e97b034c57bafdefa45c0a87d8a220a,0.9999999989325548,Bacteria,Firmicutes,Clostridia,Tissierellales,Peptoniphilaceae, Anaerococcus,
9cd4b68d69467520355044d9cd7bc1f2,0.9999568279173776,Bacteria,Firmicutes,Clostridia,Oscillospirales,Acutalibacteraceae, Ruminococcus,
023ec868b78bb61872c3523eab97cc18,0.9750089446801272,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae, Corynebacterium,
ef775b9cda6393d8c7ee037743c0d33e,0.9861388757909272,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae, Actinomyces,
cd0440c461612f07814190117e3636cb,0.8949350207690476,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae, Pseudoglutamicibacter,
dff9c32a6cc31989e2ab1855663730b9,0.9865265059447892,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Bifidobacteriaceae, Bifidobacterium,
a223a5f82cd62d6d695ac28802fadb28,0.9999845300238686,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Bifidobacteriaceae, Bifidobacterium,
4bcb2eba74fb2663c310572ce28d535f,0.9999744902298084,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Bifidobacteriaceae, Bifidobacterium,
767b6dcb97414e73f718b50dcf58492c,0.8368476019249593,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Bifidobacteriaceae, Bifidobacterium,vaginale
8c36ebdcbe55b01e28ce8fd5234c1a68,0.9999697578498729,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae, Varibaculum,
e69f441230a89532b5c01c106d44ce75,0.9999668508225564,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Bifidobacteriaceae, Bifidobacterium,
b9a6fba25b0b160733cc10306f061e4b,0.9999639722787846,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Bifidobacteriaceae, Bifidobacterium,
dbbb58c0deb635b58e651b85e4b3c04d,0.7350319593143668,Bacteria,Bacteroidota,Bacteroidia,,,,
2792acde7831be3b80f02cd6e8e456a7,0.9223056665632628,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermabacteraceae, Helcobacillus,
5115fd37b8967b4324eb89586f395c2e,0.9998581320217512,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermabacteraceae, Brachybacterium,
3c763da50673bab4fb5df4f75319693c,0.9627015792194062,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermabacteraceae, Dermabacter,vaginalis
494c5bc2233b2049eff7402278950a1c,0.9989054800242414,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae, Actinomyces,
248ee569f7b975f2ec6c2451ab83581d,0.998624946118709,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,,
d96c5a06389f27928901f7ad7f0cacb9,0.723811596568632,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae, Trueperella,bernardiae
9702a70482c128eea460c242b2c9cbd7,0.9999798996618504,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae, Winkia,
49688bf1545de4a9cf043eb84cdb7b55,0.8712943362671474,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae, Pauljensenia,turicensis
d208c60bcac80188db1c114f7891aece,0.894804146008768,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae, Pauljensenia,turicensis
dbf0f11515a66a712d199740afb89734,0.9519694349865848,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae, ZJ293,
4d84687f8ef66c8abc33d28314ca0514,0.9998874050013608,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae, ZJ293,
1d328ce4117ff3af0002b2155a08fd56,0.999988152188376,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae, Mobiluncus,
f7bc87d95d70fb96368ac2c59516357e,0.9999768956305246,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae, Mobiluncus,
9a7e6204c261ee93f5f5e993a67e7709,0.9996480959294812,Bacteria,,,,,,
787e69d6ba577ee7aeda684a8118ab86,0.9829334617410704,Bacteria,Firmicutes,Clostridia,Peptostreptococcales,Anaerovoracaceae,,
475d0328bbc70c6d84b8068bdfff8bd3,0.9578558703476472,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae, Fannyhessea,vaginae
f8b36a8e38c0d0415140df6ff3260d89,0.9997124882424476,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae, Fannyhessea,vaginae
634d014a9eb3d483bfdd66d2a68da790,0.9486066426937416,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae, Fannyhessea,massiliense
0ab6fa42ee3e6e0c5d46536eb2af4c9c,0.999924880163448,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae, Stomatobaculum,indoligenes
fdbe5e3203bb62eca56a028f8c80f432,0.9979675231721292,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,
3e078a0c323649420324775cc00a83e9,0.9967694553592668,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,
f4d36aa9edebed18a559a8558ab7e2c7,0.8118379650695575,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae, Bilifractor,
c1c90096cc75f688f16e2750a3cb617b,0.9912472028827142,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,
ad0bc5d368708205a1b209383b6d3693,0.8888951348142189,Bacteria,Firmicutes,Clostridia,Christensenellales,CAG-74, SFMI01,
9c50fcbbfadd2d7d6a4016d4429d2a80,0.9966624163818776,Bacteria,Firmicutes,Clostridia,Tissierellales,Peptoniphilaceae, W5053,
8c6a7e8ccc08c34064fdff77d7fbd9df,0.995870763019976,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae, Berryella,intestinalis
b253886d4a93c4090ba3e211e95d187e,0.9999942343324992,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae, Berryella,sp001552935
ce611bea3bec1a51742fcbc58755a6a1,0.989717022121808,Bacteria,Firmicutes,Clostridia,Tissierellales,Peptoniphilaceae, Urinicoccus,sp001299455
fb42efb1b203dec9f925f6e7a6b5e64f,0.9847275679392172,Bacteria,Firmicutes,Clostridia,Tissierellales,Peptoniphilaceae, Urinicoccus,sp001299455
2e88cce0383dbe272fa5f4202f06265e,0.9955023119029556,Bacteria,Firmicutes,Clostridia,Tissierellales,Peptoniphilaceae, Urinicoccus,timonensis
7a419a4bede05322c81a4d646ade40c6,0.844826055111344,Bacteria,Firmicutes,Clostridia,Tissierellales,Peptoniphilaceae, Peptoniphilus,
665550f38d67568e352030741deedbd3,0.9999999403778044,Bacteria,Firmicutes,Clostridia,Tissierellales,Peptoniphilaceae, Peptoniphilus,
a24fccc6f6cf7b5e6da547ff772ce93a,0.7563461275184259,Bacteria,Firmicutes,Clostridia,Peptostreptococcales,Peptostreptococcaceae, Romboutsia,
93d9565a7b6a18c7d9df8bab76ded428,0.9807532361591198,Bacteria,Firmicutes,Clostridia,Peptostreptococcales,Peptostreptococcaceae, Peptostreptococcus,anaerobius
86de8109baf33e9f5679082d0d33e4d7,0.9566376824041428,Bacteria,Firmicutes,Clostridia,Peptostreptococcales,Peptostreptococcaceae, Peptostreptococcus,stomatis
73e91deeffc374a277efcc7b582ff94f,0.8396448276122851,Bacteria,Firmicutes,Clostridia,Peptostreptococcales,Peptostreptococcaceae, Peptostreptococcus,anaerobius
c88049f00384faa8f6a0eac669814452,0.989791318935952,Bacteria,Firmicutes,Clostridia,Peptostreptococcales,Peptostreptococcaceae, Peptostreptococcus,anaerobius
cea6253ce147949cf171a3b8287c8229,0.9999999837263812,Bacteria,Firmicutes,Clostridia,Tissierellales,Peptoniphilaceae, Peptoniphilus,
86e8c06a64dd12a6c88eb5bb861b38c4,0.9999999805193532,Bacteria,Firmicutes,Clostridia,Tissierellales,Peptoniphilaceae, Peptoniphilus,
df7aae82fcd982b2608519dd706af9f1,0.9999984232770838,Bacteria,Firmicutes,Clostridia,Tissierellales,Peptoniphilaceae, Peptoniphilus,
41687cad602ebd43b85bde1fcfddf4fc,0.7092467941755513,Bacteria,Firmicutes,Clostridia,Tissierellales,Peptoniphilaceae, Peptoniphilus,
3217ce7e785492f431b53df369d4d5dd,0.9999999715312536,Bacteria,Firmicutes,Clostridia,Tissierellales,Peptoniphilaceae, Peptoniphilus,
bb5b93c3680e5ad603354081a635dbc4,0.9972910741565428,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Brevibacteriaceae, Brevibacterium,ravenspurgense
e306cfa259bc93a838ef84d1314adb98,0.8650330521974108,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Brevibacteriaceae, Brevibacterium,ravenspurgense
dc3ef99a9df6aac0e865e0cfa3599921,0.9995122554850776,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Brevibacteriaceae, Brevibacterium,
f52d097a64cc3eef14e5fbb5e5a5f608,0.8630087374042674,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae, Gleimia,europaea
0ba70003700e3d3f0cb71d6b9e2789bd,0.7706976443943336,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae, Sutterella,stercoricanis
184e7eb18586b491998ca3e8ce67bbd2,0.9999931846902268,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae, Mesosutterella,
04710e24e97b83ece95e89235b1262c5,0.9990530698275008,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Bifidobacteriaceae, Bifidobacterium,
b0635a9c198c8d9409a25d21da81fa7f,0.999565545436543,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Bifidobacteriaceae, Bifidobacterium,
dd48e959b5e7a20ff73a7667fc0cad57,0.9989808464888408,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,,
1b27b8bbb475c3cded8a16707fe63d31,0.9989397023553253,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,,
29c3d8402cd16a245014a7fbc3af3ae2,0.9956384167564865,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae, Neisseria,
75ac139a3cf31db1c9546ce62c6efdc3,0.9998143315005972,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae, Oligella,urethralis
a03e3fbbc96f8b0f50eb3f0a4b41406c,0.9991162140072798,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae, Corynebacterium,
ec4c51005dd228e7d20d48bd18219c31,0.7612353397018474,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae, Corynebacterium,jeikeium
ee6fb934dd7c0472c23e5027abc9fb89,0.9989176456180576,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae, Corynebacterium,
a4590e2664edb8242e44ec03f1ad9a20,0.9999934962474712,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae, Corynebacterium,
5e2dd4f9cc3a5373d08143ae4ebfff8c,0.9999492380943854,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae, Corynebacterium,
810ecd25a46500332603b06cae90eba4,0.7182929992990683,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae, Corynebacterium,riegelii
8f8bb6135c036fc9b5d24b236460f4dd,0.99999413288561,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae, Corynebacterium,
f4e780fe452e4d70d84b15a311bfa02c,0.7453244109192866,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae, Corynebacterium,sp001767255
3aff736049d0d6651c788122c417b6d1,0.999982856297876,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae, Corynebacterium,
6baebb206b1800fb2f4e9d857e1e75d7,0.9999991779820108,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae, Corynebacterium,
e78c6aa4b30ad3c5b02f56c8eef935e6,0.9998343065081556,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermatophilaceae,,
f06f87baa59c86981e07fe993162f3e9,0.9538902213987748,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae, Corynebacterium,pyruviciproducens
26186dc0fc422a0ea839fe4f3fef2335,0.8658977523806305,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae, Corynebacterium,pyruviciproducens
c0144b102a4a2984b1844a13e2b0aa90,0.7192011217940225,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae, Corynebacterium,atypicum
148f3dd0cb4aa229a9c384b9dec655f7,0.9999999647808032,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae, Streptococcus,
295422fe853dc63c5f7e845f052b8a69,0.9764546654830616,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae, Streptococcus,agalactiae
9f2733d801348816a9520774251e0a76,0.9867656698614452,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae, Staphylococcus,
01db4e3f4cf9c83a04024dbc9faf1dec,0.993835330061992,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae, Staphylococcus,
e7594361da5f2c7e29f3b506e7a2992f,0.9666127756026028,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Nanoperiomorbaceae, Nanoperiomorbus,sp004136275
7e6b428dfdb63dcaae3f53b5d43947c3,0.9934671343969064,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae, Limosilactobacillus,
3ac5be5204602526159fd77b6f648eb4,0.9982445884874466,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae, Limosilactobacillus,
148d07150aa7419ad5e128a812ac810f,0.9784710061804484,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae, Limosilactobacillus,coleohominis
3594f20a51cd11999195a1d010dc4c6d,0.7425756453513405,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae, Limosilactobacillus,
1e2ac880fef083545252563b7b51948b,0.9998975742936408,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae, Lactobacillus,
90d61a7e7cb1ccc1468670be975f482e,0.9817366215301276,Bacteria,Firmicutes,Negativicutes,Veillonellales,Negativicoccaceae, Negativicoccus,succinicivorans
